title;author;content
MRT Jakarta Fase 2 Diusulkan Diperpanjang hingga Ancol ;Nursita Sari;"JAKARTA, KOMPAS.com  - Gubernur DKI Jakarta Anies Baswedan mengatakan, pembangunan  mass rapid transit  (  MRT ) Jakarta fase 2 diusulkan diperpanjang sampai Ancol, Jakarta Utara.MRT fase 2 itu mulanya direncanakan hanya dibangun dari Bundaran Hotel Indonesia sampai Kampung Bandan.""Memang itu usulan dari kami, itu rancangan yang ada, sekarang pembangunan yang fase 2 sampai ke Kota, tetapi kami ingin bicarakan untuk bisa menjangkau langsung ke timur. Sesudah dari Kota, belok ke arah timur, di situ bisa ke (Stadion) BMW dan ke Ancol,"" ujar Anies di Jakarta Convention Center, Senayan, Jakarta Pusat, Rabu (7/11/2018).Baca juga:  Menhub Ingin Pembangunan MRT Fase Dua Dimulai Akhir Tahun 2018Anies mengatakan, usulan itu masih dalam tahap pembicaraan.Usulan itu juga sudah disampaikan kepada Presiden Joko Widodo saat meninjau proyek MRT fase 1 pada Selasa (6/11/2018).""Sebetulnya ini adalah paparan di dalam pembicaraan dengan pihak pusat dan Jepang,"" kata dia.Baca juga:  Awal 2019, MRT Uji Coba dengan PenumpangMenteri Perhubungan Budi Karya Sumadi sebelumnya mengatakan akan mempercepat pembangunan MRT fase dua.Menurut rencana, proyek tersebut dimulai akhir tahun ini dan diperpanjang hingga Ancol.""Arahan Presiden sangat menantang, beliau ingin kami sudah segera mulai pembangunan fase 2 ke Stasiun Kota. Bahkan setelah itu dimungkinkan bisa ke lebih timur hingga Ancol,"" ujar Budi dalam keterangan tertulis, Selasa (6/11/2018).Baca juga:  Jokowi: Proyek MRT Sudah 97 Persen, Maret 2019 BeroperasiBudi menambahkan, sesuai arahan Presiden Joko Widodo, pembangunan MRT jalur timur barat (lintas Balaraja-Cikarang) bisa bersamaan dengan pembangunan fase dua dari Bundaran HI sampai Ancol.Adapun progres pekerjaan proyek   MRT Jakarta  lintas Lebak Bulus-Bundaran HI sudah mencapai 97 persen. MRT fase 1 ini ditargetkan sudah beroperasi penuh pada Maret 2019."
BBKSDA Riau Lepasliarkan Beruang, Macan Akar, dan Kukang ke Habitatnya;Kontributor Kompas TV Pekanbaru, Citra Indriani;"PEKANBARU, KOMPAS.com  - Balai Besar Konservasi Sumber Daya Alam (  BBKSDA )   Riau  melakukan pelepasliaran satwa dilindungi dalam rangka peringatan Hari Cinta Puspa dan Satwa Nasional, Senin (5/11/2018).""Pelepasliaran satwa dilindungi meliputi dua ekor   beruang  madu ( Helarctos malayanus ), satu ekor   macan akar  ( Felis bengalensis ) dan satu ekor   kukang  ( Nycticebus coucang ),"" ucap Kepala BBKSDA Riau, Suharyono, kepada wartawan, Rabu (7/11/2018).Satwa yang dibebaskan ke habitatnya itu, sebelumnya telah dilakukan observasi di kandang transit selama beberapa waktu.Baca juga:  Polisi Ungkap Kasus Penjualan Satwa Dilindungi di Pasar Ayam Cirebon""Pelepasliaran kita lakukan di kawasan konservasi dalam pengelolaan BBKSDA Riau, yang jauh dari permukiman penduduk dan merupakan habitatnya,"" ucap Suharyono.Pelepasliaran dilakukan sejumlah petugas BBKSDA Riau yang dipimpin drh Rini Deswita. Tim berangkat dari kantor BBKSDA Riau dengan menggunakan dua kendaraan yang masing-masing membawa satu ekor beruang dan satwa lainnya.Suharyono mengungkapkan, satwa yang berada di kandang transit BBKSDA Riau berasal dari penyerahan warga, penyitaan, maupun temuan.""Sebelum dilepasliarkan, kita telah melakukan pengecekan kesehatan dan observasi. Apabila dinilai siap dilepaskan ke alam bebas, maka akan segera dilakukan pelepasliaran ke habitatnya,"" kata Suharyono.Baca juga:  Jual Online Satwa Dilindungi, Warga Bondowoso Ini Ditangkap PolisiDia menambahkan, tujuan pelepasliaran adalah selain mengembalikan satwa tersebut ke habitatnya, juga agar satwa dapat berkembang biak secara alami untuk menghindari kepunahan dan menjaga ekosistem yang ada.""Kita berharap satwa yang kita lepasliarkan ini terus berkembang biak. Kemudian kita imbau masyarakat untuk tidak memburu satwa-satwa dilindungi tersebut,"" tegas Suharyono."
"Mendagri Bela Bupati soal Polemik ""Tampang Boyolali""";Rakhmat Nur Hakim;"JAKARTA, KOMPAS.com —  Menteri Dalam Negeri Tjahjo Kumolo menilai, Bupati Boyolali Seno Samodro tidak bersalah ketika mengumpat saat berorasi di tengah demontrasi terkait polemik ""tampang Boyolali"" yang dilontarkan capres nomor urut 02 Prabowo Subianto.Ia mengatakan, apa yang dilakukan Seno merupakan bentuk pembelaan terhadap kehormatan warga dan daerah yang dipimpinnya.""Bupati kan punya hak untuk menjaga kehormatan dan harga diri daerah dan masyarakatnya,"" kata Tjahjo saat ditemui di Jakarta Convention Center, Senayan, Jakarta, Rabu (7/11/2018).Baca juga:  Prabowo Minta Maaf jika Ada yang Tersinggung dengan Tampang BoyolaliIa mempersilakan jika ada pihak yang tak setuju dengan apa yang dilakukan Seno dalam membela masyarakat Boyolali.Bahkan, Tjahjo mempersilakan pihak yang tidak setuju melaporkan Seno ke Badan Pengawas Pemilu (Bawaslu) dan polisi atas umpatannya itu.""Oh itu hak masyarakat. Kalau melaporkan itu hak. Itu kan manusiawi, silakan dalam konteks pileg, pilpres kalau memang enggak setuju silakan laporkan kepada Bawaslu,"" ujar Tjahjo.""Soal ada yang memprotes, silakan memprotes. Tapi dia membela harga diri, kehormatan daerah yang dia pimpin. Harga diri dan kehormatan masyarakat yang dia pimpin. Itu saja intinya,"" lanjut dia.Baca juga:  Video Lengkap Klarifikasi dan Permintaan Maaf Prabowo soal Tampang BoyolaliSebelumnya, Bupati Boyolali Seno Samodro dilaporkan ke Bawaslu karena dituding melanggar Pasal 282  juncto  Pasal 386  juncto  Pasal 547 Undang-Undang Nomor 7 Tahun 2017 tentang Pemilu. Pasal-pasal tersebut mengatur tentang netralitas ASN.""Undang-Undang Nomor 7 Tahun 2017 Pasal 282 (berbunyi) pejabat negara, pejabat struktural, dan pejabat fungsional dalam jabatan negeri serta kepala desa dilarang membuat keputusan dan atau melakukan tindakan yang menguntungkan atau merugikan salah satu peserta pemilu selama masa kampanye,"" kata kuasa hukum Advokat Pendukung Prabowo, Hanfi Fajri, di kantor Bawaslu, Jakarta Pusat, Senin (5/11/2018)."
"Muncul Petisi ""Online"" Tuntut Penuntasan Dugaan Pemerkosaan di UGM";Luthfia Ayu Azanella;"KOMPAS.com  – Sebuah   petisi   online  muncul untuk menuntut keadilan bagi penyintas dan penuntasan dugaan   pemerkosaan  di lingkungan Universitas Gadjah Mada (  UGM ).Petisi  ini ditujukan kepada UGM dengan tajuk ""Usut tuntas kasus pemerkosaan KKN UGM"" dan digagas oleh Admin Draft SMS Mahasiswa (DSM) pada Selasa (6/11/2018) sore.Dalam keterangan yang diunggah dalam petisi itu, dituliskan sejumlah tuntutan yang dialamatkan kepada pihak kampus UGM untuk memberikan sanksi yang sesuai (akademik maupun non akademik) dengan peraturan rektor dan Kementerian Riset Teknologi dan Pendidikan Tinggi terhadap orang yang diduga pelaku pemerkosaan.Saat dihubungi  Kompas.com  pada Rabu pagi, pengunggah petisi,  Admin DSM, memberikan penjelasan mengapa ia membuat petisi itu.""Ada bagian-bagian yang mengganggu saya, contohnya salah satu pejabat UGM menganalogikan korban sebagai ikan asin yang  mancing-mancing  kucing,"" ucap admin yang enggan disebutkan namanya itu.Selain itu, menurut dia, kasus kekerasan tidak hanya terjadi di UGM, tetapi juga banyak di kampus-kampus terkemuka lain.Hanya saja para penyintas tidak membuka suara. Jika pun ada, suaranya akan dibungkam oleh pihak kampus dengan alasan ""nama baik"".Meskipun pihak UGM sudah menyatakan sikap dengan memberikan perlindungan kepada penyintas dan akan membawa kasus ini ke ke ranah hukum, namun ganjaran ini dinilai belum cukup.Baca juga:  Ini Tanggapan UGM Terkait Dugaan Pelecehan Seksual Saat KKNSebab, secara akademik orang yang diduga sebagai pelaku masih berstatus mahasiswa dan akan segera diwisuda dalam waktu dekat.""Ya kalaupun pelaku diluluskan, akan melahirkan opini baru, generalisasi terhadap mahasiswa UGM di kalangan masyarakat. ‘UGM, oh yang mahasiswanya cabul itu?’"" kata Admin DSM.Ia pun berharap terangkatnya kasus ini ke permukaan menjadi pemacu bagi kampus-kampus lain yang masih mengabaikan kasus pelecehan seksual atau pemerkosaan seperti ini sebagai sesuatu yang ringan.""Pengalaman saya, laporan mengenai pencabulan ini sangat rumit, susah. Dan hampir 90 persen kasusnya berakhir dengan jalan damai. Korbannya rusak, pelaku berkeliaran. Saya harap ada regulasi peraturan di Indonesia mengenai tindak pelecehan,"" ujar Admin DSM.Menurut dia, skandal pelecehan seksual terjadi di banyak kampus akan tetapi pembungkaman masih diterapkan.Petisi ini muncul setelah kasus dugaan pemerkosaan di lingkungan akademik UGM muncul melalui sebuah artikel Majalah Kampus,  Balairung Press.Setelah petisi dan berbagai tekanan dari berbagai pihak, UGM pun mengeluarkan pernyataan resmi atas kasus yang menimpa civitas akademika itu.Hingga Rabu (7/11/2018) pukul 13.00 WIB, petisi itu telah ditandatangi oleh lebih dari 58.537 orang dan akan terus bertambah.Berbagai alasan dituliskan oleh mereka yang meninggalkan tanda tangan. Salah satunya dituliskan oleh akun Sri Hana.""Saya ingin orang yang telah memperkosa mendapatkan ganjaran yang setimpal, karena dia baru saja merusak masa depan seorang wanita,"" tulisnya.Komentar lain datang dari akun Erik Suhendra.""Nama akademisi sangat tercoret atas tindakan pelecahan seksual. Harus dituntut secara tuntas, jalur hukum harus seadil-adilnya,"" tulisnya.Petisi ini masih dibuka dan bisa Anda kunjungi di laman  Usut tuntas kasus pemerkosaan KKN UGM.Kepala Bagian Humas dan Protokol UGM, Iva Ariani saat dikonfirmasi membenarkan kejadian tersebut.""Kasus seperti yang diberitakan di  Balairungpress  itu memang pernah terjadi. UGM menaruh empati yang luar biasa kepada penyintas yang menjadi korban, kami juga merasa prihatin dengan kejadian itu,"" ujar Kepala Bagian Humas dan Protokol UGM, Iva Ariani saat ditemui  Kompas.com , Selasa (06/11/2018).Iva menjelaskan, setelah mengetahui kejadian tersebut, UGM langsung melakukan tindakan dan penanganan. Salah satunya adalah membentuk tim investigasi independen.Tim independen ini dibentuk melalui surat keputusan rektor untuk menyelesaikan kasus tersebut. Tim investigasi independen ini berisikan dari dosen Fisipol, dosen Fakultas Teknik dan dosen Fakultas Psikologi.Menurut Iva, tim independen juga sudah bertugas melakukan investigasi langsung ke lapangan.Tim investigasi independen juga telah memberikan rekomendasi-rekomendasi yang juga sudah dijalankan oleh UGM. Salah satunya, memberikan pendampingan kepada korban.""Kami melakukan pendampingan berkelanjutan kepada korban. Sanksi pelaku waktu itu juga langsung ditarik dari KKN,"" ucap Iva."
Kasus Meikarta, Bupati Bekasi Serahkan Uang Sekitar Rp 3 M ke KPK;Dylan Aprialdo Rachman;"JAKARTA, KOMPAS.com  — Juru Bicara Komisi Pemberantasan Korupsi (  KPK ) Febri Diansyah menuturkan,   Bupati Bekasi  Neneng Hassanah Yasin telah menyerahkan uang sekitar Rp 3 miliar ke KPK.Neneng saat ini menjadi tersangka kasus dugaan suap terkait proses perizinan proyek pembangunan   Meikarta  di Cikarang, Kabupaten Bekasi, Jawa Barat.""Jumlah itu merupakan sebagian dari yang diakui pernah diterima yang bersangkutan terkait perizinan proyek Meikarta,"" kata Febri dalam keterangan tertulisnya, Rabu (7/11/2018).Dalam kasus ini, Neneng dan para kepala dinas yang menjadi tersangka diduga dijanjikan uang Rp 13 miliar oleh pengembang Lippo Group. Hingga saat ini, menurut KPK, baru terjadi penyerahan Rp 7 miliar.Baca juga:  Billy Sindoro Mengaku Dua Kali Bertemu Bupati BekasiMenurut Febri, Neneng rencananya kembali menyerahkan sejumlah uang secara bertahap.""Secara bertahap akan dilakukan pengembalian berikutnya,"" kata dia.Selain Neneng Hassanah, Kepala Bidang Tata Ruang Dinas PUPR Bekasi Neneng Rahmi juga menyerahkan uang sekitar 90.000 dollar Singapura ke KPK.KPK, kata Febri, menghargai sikap kooperatif dua tersangka yang telah menyerahkan uang.Dalam kasus ini, KPK menetapkan Bupati Bekasi Neneng Hassanah Yasin dan petinggi Lippo Group Billy Sindoro sebagai tersangka.Selain itu, KPK juga menetapkan Kepala Bidang Tata Ruang Dinas PUPR Bekasi Neneng Rahmi sebagai tersangka.Baca juga:  KPK Ambil Sampel Suara Bupati BekasiKemudian, KPK juga menetapkan tiga kepala dinas sebagai tersangka. Masing-masing yakni Kepala Dinas Pekerjaan Umum dan Penataan Ruang Bekasi Jamaluddin dan Kepala Dinas Pemadam Kebakaran Sahat MBJ Nahor.Kelima orang tersebut diduga menerima suap terkait proyek perizinan proyek pembangunan Meikarta di Cikarang, Bekasi. Suap diberikan oleh pejabat pengembang properti Lippo Group."
Imigrasi Denpasar Beberkan Kronologi Pemeriksaan Maria Ozawa;Kontributor Bali, Robinson Gamar;"DENPASAR , KOMPAS.com  — Pihak   Imigrasi    Denpasar  angkat bicara soal   pemeriksaan  terhadap   Maria Ozawa  alias Miyabi.Kasi TIK Kanim Kelas I Denpasar Bagus Aditya Nugraha Suharyono saat dikonfirmasi pada Rabu (7/11/2018) membenarkan adanya pemeriksaan terhadap warga negara asing atas nama Sayaka Stephanie Strom alias Maria Ozawa alias Miyabi.""Benar, pada hari Selasa tanggal 6 November 2018 jam 23.45 Wita, Kantor Imigrasi Kelas I TPI Denpasar cq Intelijen dan Penindakan Keimigrasian telah meminta keterangan terhadap seorang WN Jepang,"" kata Bagus melalui pesan singkat.Baca juga:  Maria Ozawa Diperiksa Selama 3 Jam di Kantor Imigrasi BaliMaria Ozawa dimintai klarifikasi oleh seksi Intelkadim mengenai kegiatannya di Revayah Ayung Villa yang beralamat di Jalan Sekar Tunjung XII Nomor 188, Kesiman-Denpasar.""Di lokasi tersebut diadakan acara perayaan ulang tahun Saudari Novaka Arnika,"" kata Bagus.Pemeriksaan  ini sendiri berawal dari petugas Intelkadim yang mendapat informasi dari masyarakat melalui media sosial.Di Revayah Ayung Villa diadakan acara yang mendatangkan seorang WNA berkewarganegaraan Jepang.Baca juga:  Maria Ozawa: Saya Sangat Kecewa""Atas dasar informasi tersebut, teman-teman dari Seksi Inteldakim melakukan pengawasan atau pemantauan rutin dan pulbaket terkait keberadaan dan kegiatan WNA yang dimaksud,"" kata Bagus.Dari hasil pemeriksaan, tidak ditemukan pelanggaran keimigrasian yang dilakukan Maria Ozawa.""Tidak ada pelanggaran keimigrasian oleh yang bersangkutan sehingga diperkenankan meninggalkan Kantor Imigrasi Kelas I TPI Denpasar,"" pungkas Bagus."
Polisi Akan Kembali Tolak Permohonan Penahanan Kota Ratna Sarumpaet;Sherly Puspita;"JAKARTA, KOMPAS.com  - Kabid Humas Polda Metro Jaya Kombes Argo Yuwono mengatakan, permohonan penahanan kota tersangka kasus penyebaran berita bohong atau hoaks   Ratna Sarumpaet  kemungkinan akan ditolak kembali.Pihak Ratna sebelumnya kembali mengajukan permohonan penahanan kota.""Kemarin sudah diajukan (permohonan penahanan kota). Tentu nanti direktur (reserse kriminal umum) yang akan menentukan, karena ini besok sudah mau berkas perkara dan sudah mau dikirim (ke kejaksaan) sepertinya akan ditolak kembali,"" ujar Argo di Mapolda Metro Jaya, Jakarta Selatan, Rabu (27/11/2018).Baca juga:  Atiqah Hasiholan Siap Jadi Penjamin Bila Ratna Sarumpaet Jadi Tahanan KotaIa mengatakan, proses pemberkasan dalam kasus ini sudah akan rampung. Jika tidak ada halangan, lanjut dia, berkas perkara Ratna akan dikirim ke Kejaksaan.""Saat ini penyidik sedang susun resume, artinya bahwa penyidik sedang menyelesaikan tulisan kumpulan keterangan-keterangan para saksi. Nanti kalau sudah selesai penyusunan resume ini, berkas perkara langsung kami kirim ke Kejaksaan,"" kata Argo.Kuasa hukum Ratna Sarumpaet, Insank Nasrudin mengatakan, kondisi kesehatan dan mental Ratna sangat menurun.Baca juga:  Atiqah Hasiholan Upayakan Penahanan Kota untuk Ratna SarumpaetIa mengatakan, Ratna harus mengonsumsi obat depresi untuk mengatasi stres yang meningkat akibat berada di dalam tahanan.Menurut dia, obat depresi sudah dikonsumsi Ratna sejak setahun lalu.Hal inilah yang membuat pihaknya merasa perlu melayangkan permohonan penahanan kota untuk Ratna."
Pucat dan Gemetar Saat Ditilang, Pengendara Ini Ternyata Bawa Sabu;Kontributor Pekanbaru, Idon Tanjung;"PEKANBARU, KOMPAS.com  —   Pengendara  sepeda motor DG (23) dan ES (23) tak bisa menyembunyikan ketakutannya ketika   ditilang  petugas polisi.Tampang mereka yang pucat dan gemetar membuat petugas curiga terhadap mereka.Bukan hanya karena tidak memakai helm, ternyata DG juga menyimpan narkoba di dalam dompetnya.Kejadian berawal saat anggota Satuan Lalu Lintas (Satlantas) Polresta Pekanbaru menghentikan kedua pelaku saat melintas di Pos Lantas Gurindam 5 Jalan Tuanku Tambusai, Selasa (6/11/2018), sekitar pukul 16.40 WIB.DG yang membonceng ES dengan sepeda motor matik BM 6506 FN diberhentikan petugas karena tidak memakai helm ganda.Baca juga:  Pengaruhi Anak-anak Jual Sabu, M Ditangkap Polisi""Pengendara tidak menggunakan helm datang dari arah Jalan Soekarno-Hatta memasuki Jalan Tuanku Tambusai sehingga petugas menghentikan kendaraan tersebut,"" kata Kasatlantas Polresta Pekanbaru Komisaris Rinaldo Aser, Rabu (7/11/2018).Saat itu, tiga anggota polantas, Bripka M Syafrial, Bripka Dodi Andrico, dan Brigadir Hendra Sitanggang, sedang bertugas di lokasi.Bripka M Syafril lalu menanyakan surat-surat kendaraan kepada DG. Pengendara yang gemetar dan pucat itu membuat petugas curiga.Sebelum dilakukan pemeriksaan, DG mengeluarkan dompetnya lalu dibuang ke parit di belakang pos.Lantaran semakin curiga, M Syafril memanggil anggota lainnya, Dodi dan Hendra, untuk membantu mengamankan kedua pelaku.""Setelah dilakukan pengecekan terhadap barang yang dibuang ke parit, anggota menemukan tiga bungkusan diduga   sabu -sabu,"" sebut Rinaldo.Oleh karena itu, sambung dia, kedua pelaku diamankan dan dibawa ke Satuan Reserse Narkoba Polresta Pekanbaru.Baca juga:  Viral Video Jual Beli Sabu di Pinggir Jalan di Medan, Pelaku Akhirnya Ditangkap""Kedua pelaku kita serahkan ke satuan narkoba untuk tindakan lebih lanjut,"" ujar Rinaldo.Dia menambahkan, atas keberhasilan anggotanya, ketiga personel akan diajukan ke pimpinan untuk mendapatkan penghargaan.Secara terpisah, Kapolresta Pekanbaru Kombes Susanto mengapresiasi tiga personel satlantas yang berhasil mengamankan   pengendara  yang menguasai narkotika.""Kita sangat apresiasi. Sebab, di luar tugas rutinnya sehari hari sebagai polantas, juga mampu mengemban tugas dan fungsi kepolisian lainnya,"" ujar Santo, Rabu."
Ilhan Omar, Pengungsi Somalia yang Kini Jadi Anggota Kongres AS;Ardi Priyatno Utomo;"SAINT PAUL, KOMPAS.com  - ""Saya   Muslim  dan saya hitam"". Begitulah kalimat Ilhan Omar dalam wawancaranya dengan sebuah majalah baru-baru ini.Omar merupakan satu dari dua perempuan Muslim pertama yang berhasil menjabat sebagai anggota Kongres Amerika Serikat (AS) dari Negara Bagian Minnesota.Baca juga:  2 Perempuan Muslim Ini Terpilih Jadi Anggota Kongres ASPolitisi Partai Demokrat itu mendapat kursi House of Representatives setelah mengalahkan kandidat Partai Republik, Jennifer Zielinski, dengan perolehan suara 78,4 persen.Bersama keluarganya, Omar melarikan diri dari   Somalia  ketika negara itu dilanda perang sipil pada usia delapan tahun.Mereka sempat menghabiskan empat tahun di kamp penampungan pengungsi Kenya sebelum memutuskan hijrah ke Minnesota pada 1997.Karir politik Omar tumbuh setelah dia menjadi Ketua NAACP, sebuah organisasi pembela hak sipil masyarakat Afrika-Amerika.Selain itu, dia juga pernah bekerja sebagai penyelenggara kegiatan komunitas lokal, hingga staf bagi dewan kota Minneapolis.Di 2016, Omar terpilih sebagai anggota badan legislatif Minnesota, membuatnya menjadi warga Somalia-Amerika pertama yang menduduki jabatan tersebut.Dia memutuskan mencalonkan diri sebagai anggota   Kongres AS  setelah Keith Ellison mundur untuk mengincar posisi Jaksa Wilayah Minnesota.Adapun Ellison, yang juga politisi dari Partai Demokrat, merupakan Muslim pertama yang menjadi anggota Kongres, dan bertugas sejak 2007.Namun, alasan lain yang memperkuat keinginannya menjadi wakil rakyat majelis rendah AS itu adalah Presiden   Donald Trump.Dilansir  MinnPost  via  Vox  Selasa (6/11/2018), politik rasa takut yang ditebarkan oleh Trump semakin memotivasi dirinya untuk maju.Omar menjelaskan, distriknya merupakan wilayah yang mengedepankan nilai-nilai progresif. Salah satu cara untuk mempertahankan nilai itu adalah kandidat yang juga progresif.""Saya adalah satu dari sekian banyak orang yang menginginkan bagaimana sebuah demokrasi diwakili secara seharusnya,"" kata Omar kepada  AFP.Sebagai politisi progresif, dia mendukung pendidikan gratis di perguruan tinggi, reformasi hukum, maupun permukiman bagi semua warga.Dia menolak kebijakan Trump tentang migran, dan menginginkan penghapusan Otoritas Imigrasi dan Bea Cukai AS (ICE) yang dilaporkan sering menggelar deportasi massal.Baca juga:  Jelang Pemilu Sela AS, Harga Emas Turun"
"10 ""Tenant"" Tunggak Pajak Reklame, Ini Jawaban Pengelola Green Pramuka Square";Rindi Nuris Velarosdela;"JAKARTA, KOMPAS.com  - Marketing and Communication Manager   Green Pramuka Square  Didi Suparyanto mengatakan, pihak pengelola menyerahkan sepenuhnya tanggung jawab pembayaran tunggakan   pajak    reklame  kepada 10  tenant  di Green Pramuka Square.Menurut dia, sosialisasi tentang tunggakan pajak reklame adalah hubungan dua arah antara pemerintah daerah DKI Jakarta dan para  tenant.""Kalau dari pihak kita sebenarnya selama ini kerja samanya sudah bagus dengan pihak pemda untuk penertiban pajak reklame, cuma ada beberapa  tenant  yang relatif bandel,"" kata Didi di Green Pramuka Square, Rabu (7/11/2018).""Jadi setiap mau tegur  tenant , kita selalu ada untuk menjembatani. Sosialiasi dari kita sebagai pengelola sudah dilakukan, tetapi ketaatan pajak ada pada pihak  tenant ,"" ujar dia.Baca juga:  Tunggak Pajak, Mokka Coffee Cabana dan Raa Cha Green Pramuka Square Dipasangi StikerDidi pun mendukung kebijakan Pemda DKI untuk menempel stiker tunggakan dan utang pajak daerah pada 10  tenant  itu.Kendati demikian, pihaknya tidak akan membantu pembayaran tunggakan tersebut.""Enggak ada kewajiban untuk membayar pajak  tenant  karena itu tetap menjadi kewajiban mereka. Kita hanya mendukung (penempelan stiker) demi disiplin penertiban bayar pajak,"" kata dia.Diberitakan sebelumnya, Unit Pelayanan   Pajak  dan Retribusi Daerah (UPPRD) Cempaka Putih memasang stiker tunggakan dan utang pajak reklame di 30 tempat di kawasan Cempaka Putih, Jakarta Pusat, salah satunya Green Pramuka Square.Ada 10  tenant  di Green Pramuka Square yang belum membayar pajak, di antaranya Mokka Coffe Cabana, Raa Cha, dan Rapih Barbershop.Baca juga:  Snowbay dan Teater Keong Mas TMII Tunggak Pajak, Ini Rincian Nilainya...Kepala UPPRD Cempaka Putih Tati Saleha mengatakan, pemasangan stiker tunggakan berdasarkan Instruksi Gubernur Nomor 15 Tahun 2016 tentang penempelan stiker terhadap wajib pajak yang mempunyai utang pajak kepada daerah.""Ini tergolong pajak papan reklame karena pemasangan reklame adalah salah satu pajak yang dipungut oleh pemerintah daerah DKI,"" kata Tati."
