title;author;content
Dukung Paduan Suara Katolik, Ridwan Kamil Tuai Pujian Netizen;Luthfia Ayu Azanella;"BANDUNG, KOMPAS.com  – Gubernur   Jawa Barat    Ridwan Kamil  memberikan dukungan terhadap tim   paduan suara  Jawa Barat yang akan bertanding dalam Kompetisi Pesta   Paduan Suara  Gerejani (Pesparani) Katolik Indonesia 2018 di Ambon.Hal itu diketahui dari akun Instagram @ridwankamil yang mengunggah sebuah foto kolase tim paduan suara kontingen Jawa Barat di acara Konser Pra-Kompetisi, di Aula  Yoahnes Paulus II, Kantor Keuskupan Bandung.Foto lainnya menunjukkan mantan wali kota Bandung ini berpose bersama perwakilan Pesparani Jawa Barat di Kantor Gubernur Jawa Barat, Gedung Sate.Dalam unggahannya, ia menyertakan keterangan foto yang menyatakan bentuk dukungan untuk tim paduan suara asal daerah yang dipimpinnya.""Mendukung dan memotivasi tim Paduan Suara Katolik Jawa Barat dalam kompetisi Paduan Suara Gerejani Katolik se-Indonesia di Ambon. Semoga tim Jawa Barat menjadi juara Indonesia,"" tulisnya.Selain itu, dalam keterangan foto yang ia tulis, Ridwan Kamil juga mengatakan bahwa dia mendukung program-program umat Katolik di Jawa Barat sebagai bentuk adil seorang pemimpin.""Bersama Keuskupan Katolik Bandung membahas program umat Katolik yang akan didukung penuh oleh Gubernur sebagai pemimpin wilayah yang harus adil untuk semua umat beragama di Jawa Barat,"" tuturnya.Foto yang diunggah pada Kamis (25/10/2018) malam itu pun dibanjiri puluhan ribu likes dan lebih dari 1.500 komentar yang sebagian besar bernada positif.Netizen memuji sikap adil yang ditunjukkan oleh Ridwan Kamil terhadap keharmonisan antarumat beragama. Pujian itu salah satunya disampaikan oleh akun @marconoo.""Puji Tuhan, Jawa Barat diberkati memiliki pemimpin seperti Pak Ridwan Kamil,""  komentarnya.Akun lain, @sowonderfull.syj juga memberikan pujian serupa.""Terima kasih Bapak atas dukungannya kepada umat kami. Semoga Indonesia semakin banyak pemimpin yang seperti Bapak. Supaya Indonesia semakin indah dan damai,""  tulisnya."
Polisi Akan Konfrontasi Ratna Sarumpaet dengan 3 Saksi Kasus Hoaks;Sherly Puspita;"JAKARTA, KOMPAS.com -  Kabid Humas Polda Metro Jaya Kombes Argo Yuwono mengatakan, pihaknya berencana menghadirkan tersangka kasus penyebaran berita bohong dan hoaks   Ratna Sarumpaet  pada Jumat (26/10/2018) ini untuk dikonfrontasi keterangannya dengan tiga saksi.""Iya agendanya seperti itu (menghadirkan Ratna Sarumpaet). Kita lihat prosesnya nanti,"" ujar Argo, Jumat (26/10/2018).Saat dihubungi terpisah, kuasa hukum Ratna, Insank Nasrudin membenarkan bahwa pihaknya telah menerima surat pemberitahuan Ratna akan dihadirkan dalam pemeriksaan tiga yang saksi yang hari ini dipanggil polisi.  Namun Insank mengatakan, saat ini kondisi kesehatan Ratna belum membaik.""Kami akan lihat kondisi beliau hari ini. Jika sudah sehat kami akan dampingi  konfrontir  siang nanti,"" ujar dia.Baca juga:  Polisi Akan Konfrontasi 3 Saksi Terkait Kasus Hoaks Ratna SarumpaetPolisi telah melayangkan pemanggilan terhadap tiga saksi kasus itu, yaitu Presiden Konfederasi Serikat Pekerja Indonesia (KSPI) Said Iqbal, Wakil Ketua Tim Badan Pemenangan Nasional Prabowo-Sandiaga yaitu Nanik S Deyang, dan Koordinator Juru Bicara Badan Pemenangan Nasional (BPN) pasangan calon presiden dan calon wakil presiden Prabowo Subianto-Sandiaga Uno, Dahnil Anzar Simanjuntak.Argo mengatakan, konfrontasi keterangan tersebut dilakukan karena polisi menemukan perbedaan keterangan antara ketiga saksi tersebut.Said Iqbal telah dipanggil sebagai saksi pada 9 Oktober 2018. Saat itu dia dipanggil karena diduga telah menjadi salah satu pihak yang dihubungi Ratna dan membantu mempertemukan Ratna dengan Prabowo Subianto.Polisi juga pernah memanggil Nanik S Deyang pada 15 Oktober. Saat itu Argo mengatakan, pemanggilan Nanik dilakukan karena dia diduga menjadi salah satu orang yang mengabarkan berita pengeroyokan Ratna kepada Prabowo.Kemudian Dahnil Anzar Simanjuntak menjalani pemeriksaan sebagai saksi pada  16 Oktober.Hingga saat ini penyidikan kasus Ratna Sarumpaet masih terus berjalan. Ratna kini mendekam di Rutan Polda Metro Jaya. Baca juga:  Bawaslu: Tak Ada Pelanggaran Kampanye Terkait Hoaks Ratna Sarumpaet"
KPK Harap Gubernur Jabar Hambat Proses Hukum Kasus Perizinan Meikarta;Abba Gabrillin;"JAKARTA, KOMPAS.com -  Komisi Pemberantasan Korupsi (  KPK ) berharap Gubernur Jawa Barat Ridwan Kamil tidak menghambat KPK dalam melakukan proses hukum terkait kasus suap perizinan   Meikarta.Hal itu dikatakan Juru Bicara KPK   Febri Diansyah  menanggapi rencana Ridwan Kamil untuk memanggil pihak Pemkab Bekasi dan pengembang Meikarta.""Kami membaca informasi bahwa Gubernur Jabar berencana memanggil pihak Pemkab dan pihak Meikarta. Jika itu benar, kami ingatkan agar tidak melakukan tindakan-tindakan yang berisiko menghambat penanganan perkara yang sedang dilakukan oleh KPK,"" ujar Febri melalui keterangan tertulis, Jumat (26/10/2018).Baca juga:  Kasus Perizinan Meikarta, KPK Panggil Asisten Perekonomian Pemprov JabarSebelumnya, Ridwan Kamil mengatakan bahwa ia akan segera memanggil pihak Pemerintah Kabupaten Bekasi dan pengembang dari mega proyek Meikarta untuk meminta kejelasan soal perkara perizinan.Sebagai gubernur baru, pria yang akrab disapa Emil itu mengaku ingin mencari keterangan lengkap soal duduk perkara proyek Meikarta. Saat ini, ia masih mencari waktu untuk melakukan pemanggilan.Menurut Febri, tidak tertutup kemungkinan pihak-pihak yang akan dipanggil oleh Ridwan Kamil tersebut juga merupakan saksi bagi KPK. Hingga saat ini, penyidik masih memeriksa sejumlah saksi dari berbagai unsur.Pada Jumat ini, penyidik menjadwalkan pemeriksaan terhadap Asisten Perekonomian dan Pembangunan Pemerintah Provinsi Jawa Barat, Eddy Iskandar Muda Nasution.Dalam kasus ini, Bupati Bekasi Neneng Hassanah Yasin dan sejumlah kepala dinas di Pemkab Bekasi diduga dijanjikan uang Rp 13 miliar oleh pengembang Lippo Group. Saat dilakukan operasi tangkap tangan, menurut KPK, baru terjadi penyerahan uang sebesar Rp 7 miliar.Pemberian uang itu terkait pengurusan perizinan proyek Meikarta di Cikarang, Kabupaten Bekasi, Jawa Barat.Selain Neneng, KPK juga menetapkan tiga kepala dinas dan satu pejabat sebagai tersangka.Baca juga:  Ridwan Kamil Segera Panggil Pemkab Bekasi dan Pengembang MeikartaMasing-masing yakni, Kepala Dinas Pekerjaan Umum dan Penataan Ruang Bekasi Jamaluddin dan Kepala Dinas Pemadam Kebakaran Sahat MBJ Nahor. Kemudian, Kepala Dinas Penanaman Modal dan Pelayanan Perizinan Terpadu Kabupaten Bekasi, Dewi Tisnawati.Kemudian, KPK juga menetapkan Kepala Bidang Tata Ruang Dinas PUPR Bekasi, Neneng Rahmi sebagai tersangka.Sementara, dari pihak yang diduga pemberi suap, KPK menetapkan petinggi Lippo Group Billy Sindoro sebagai tersangka. Kemudian, Taryudi dan Fitra Djaja Purnama yang merupakan konsultan Lippo Group, serta Henry Jasmen yang merupakan pegawai Lippo Group."
Mengaku Pemuja Setan, Dua Murid SMP di AS Berencana Bunuh 15 Temannya;Veronika Yasinta;"BARTOW, KOMPAS.com  - Dua murid perempuan sekolah menengah di   Florida , Amerika Serikat, ditangkap polisi karena merencanakan   pembunuhan  terhadap teman-temannya dalam sebuah ritual   setan.Melansir  BBC , Kamis (25/10/2018), dua murid Bartow Middle School itu masing-masing berusia 11 tahun dan 12 tahun.Kepada polisi, mereka mengaku sebagai pemuja setan dan berencana untuk membunuh sedikitnya 15 pelajar lainnya.Kepala Polisi Bartow Joe Hall mengatakan, keduanya ditangkap pada Selasa lalu atas konspirasi pembunuhan, kepemilikan senjata di area sekolah, membawa senjata yang disembuntukan, dan menganggu sekolah.Baca juga:  8 Murid di Australia Terluka akibat Aksi Prank Jarum Suntik BekasSelain itu, dua remaja tersebut juga berencana untuk meminum darah dan makan daging murid-murid yang mereka bunuh. Kemudian, mereka akan bunuh diri.CNN  melaporkan, rencana berhasil digagalkan pada Selasa lalu setelah absen otomatis memperingatkan orangtua salah satu dari mereka, yang mengabarkan anaknya tidak hadir di kelas.Sebelumnya, dua anak perempuan itu menghabiskan akhir pekan bersama di rumah.Kemudian pada Minggu, sehari setelah mereka menyaksikan film horor, mereka merencanakan pembunuhan terhadap beberapa murid lainnya.Mereka tetap hadir di kelas pertama pada keesokan harinya, tapi untuk selanjutnya dua gadis cilik bertemu dan bersembunyi di kamar mandi.Di sana, keduanya menunggu adik kelas untuk menyerang mereka. Namun, dua murid yang tidak disebutkan namanya itu mengaku tidak ingin menyerang kakak kelas.Baca juga:  Video Murid Todongkan Pistol Palsu ke Kepala Guru Hebohkan Warga PerancisDengan pisau disembunyikan di balik pakaian, mereka berencana untuk menikam korban.""Setelah murid lain tak bernyata, mereka akan memutilasinya dan makan bagian dari daging segar,"" demikian laporan polisi.""Dengan membunuh temannya, mereka akan ke neraka sehingga bisa bersama setan,"" imbuh keterangan polisi.Diwartakan  Huffington Post , psikolog Wendy Rice yang tidak dilibatkan dalam kasus ini mengatakan, banyak faktor yang bisa berkontribusi pada kasus semacam itu, temasuk internet dan penolakan sosial.""Ketika anak-anak merasa kehilangan haknya atau mengalami penolakan sosial, mereka akan memandangnya secara ekstrem untuk mencoba mencari tempat agar bisa masuk dalam kelompok tertentu,"" ucapnya.Baca juga:  Ponselnya Disita, Seorang Murid Mengancam Bakal Bunuh Diri""Beberapa anak akan melihat hal menyeramkan dan mengembangkan gangguan kecemasan,"" ujarnya.""Konsep mereka tentang kematian atau keabadian sedikit berbeda dengan orang dewasa,"" imbuh Rice.Sementara itu, jaksa setempat masih meninjau apakah akan menuntut para gadis cilik itu selayaknya orang dewasa. Kini, mereka berada di fasilitas tahanan remaja."
Unik, Pohon Pisang Ini Berbuah Ribuan hingga Sempat Disangka Hoaks;Kontributor Gresik, Hamzah Arfah;GRESIK , KOMPAS.com  – Pasangan Muhajir (42) dan Jumiati (42), warga Dusun Glintung, Desa Kepatihan, Kecamatan Menganti,   Gresik , tidak pernah menyangka pohon   pisang  yang ditanam di pekarangan belakang rumahnya menjadi pusat perhatian.Sebab,   bibit  pisang yang didapat dari salah satu kerabat setahun lalu, kini tumbuh dan berbuah hingga mencapai ribuan.Padahal, Jumiati mengaku tidak melihat gelagat aneh sebelumnya, lantaran pohon pisang tersebut tumbuh normal seperti umumnya.“Sejak mulai berbuah sekitar empat bulan lalu, sebenarnya tidak ada yang berbeda. Tumbuh normal seperti pohon pisang yang lain,” buka Jumiati, Kamis (25/10/2018).Keanehan baru dirasakan sekitar satu bulan terakhir.Saat itu, Muhajir yang sedang melihat pohon pisang tersebut merasa aneh dan lantas memanggil Jumiati. Buah di salah satu pohon pisang yang ada di belakang rumahnya terus tumbuh dan semakin memanjang.“Biasanya satu pohon itu kalau berbuah hanya 10 hingga 15 tandan pisang saja, tapi kemarin saat kami hitung itu sudah 51 tandan, itu baru separuh. Mungkin sekarang jumlahnya ratusan tandan kalau sampai ke bawah, sebab ini terus berbuah,” jelasnya.Baca juga:  Kementan Lepas Ekspor Perdana Nanas dan Pisang Karimun ke SingapuraKetika coba diukur, pohon pisang tersebut tercatat memiliki tinggi 1,3 meter.Dengan buah pisang yang dihasilkan terlihat berjajar rapi berkeliling sehingga tampak ribuan buah dan memang belum menunjukkan tanda-tanda bakal terhenti.“Saat saya atau suami saya bersihkan, dari dalam jantung pisang ini terus terlihat bakalan buah pisang yang hendak jadi. Sepertinya masih bisa terus bertambah buahnya,” ucap wanita yang berprofesi sebagai guru TK ini.Lantaran keunikan yang dimiliki, beberapa warga sekitar yang penasaran dengan keberadaan pohon pisang tersebut, selanjutnya banyak yang melihat dan memanfaatkan untuk berswafoto.Tidak hanya dari Dusun Glintung, namun juga warga dari beberapa dusun lain yang berdekatan dengan lokasi Desa Kepatihan.“Banyak warga di sini, akhirnya penasaran dan kemudian foto-foto di sini. Kata mereka sih unik, jarang lihat model pisang berbuah seperti ini. Terutama kebanyakan itu dari para remaja,” tutur Dewi Saudah (55), salah seorang kerabat Jumiati.Dikira editanSelain kabar dari mulut ke mulut, kehebohan warga setempat akan kehadiran pohon pisang berbuah ribuan ini cepat berhembus, lantaran foto-foto yang diunggah di media sosial usai melakukan swafoto.Ada pengalaman menarik si pemilik, ketika foto pohon pisang berbuah ribuan tersebut diunggah ke media sosial oleh salah satu keponakannya usai berswafoto untuk pertama kali. Sang keponakan, sempat di-bully oleh netizen maupun teman-temannya.“Beberapa hari lalu ada beberapa remaja yang datang ke sini, mereka ingin memastikan bila kejadian yang difoto benar. Sebab keponakan saya itu dibilang paling hanya foto editan, hoaks, makanya mereka disuruh datang ke sini untuk melihat langsung,” kata Jumiati.Usai diperlihatkan dengan pohon pisang yang berbuah hingga ribuan tersebut, para remaja tersebut akhirnya percaya. Bahkan, mereka lantas melakukan swafoto masing-masing di pohon pisang tersebut.Di pekarang belakang rumah Jumiati dan Muhajir yang memiliki ukuran panjang 47 meter dan lebar 9 meter, memang banyak tumbuh pohon pisang.Namun, kesemuanya terlihat tumbuh normal, dan hanya satu pohon saja yang memiliki keunikan itu.“Saya dan suami juga nggak tahu, kenapa pohon pisang yang satu ini berbuah seperti ini, sebab yang lain juga tidak. Kami juga tidak pernah memberikan pupuk atau obat-obatan apapun, sebab pisang-pisang ini tumbuh secara alami, semua tumbuh secara alami,” pungkasnya.
Di Balik Kisah Cinta Pemuda dengan Nenek 65 Tahun, Bersemi di Kebun Cengkeh hingga Naik Pelaminan;Michael Hangga Wismabrata;"KOMPAS.com  -   Pernikahan  sepasang kekasih di   Sidrap , Sulawesi Selatan, menyadarkan kembali, cinta memang tak pandang usia.Selisih usia 45 tahun tidak menjadi halangan Muh Idris, pemuda 21 tahun, untuk meminang Inade, janda berusia 65 tahun.Kabar   pernikahan  Muh Idris dan Inade sempat dianggap bercanda oleh warga sekitar. Namun, acara resepsi pernikahan dihadiri ratusan warga dan berlangsunug meriah.Inilah fakta di balik kisah cinta Idris dan Inade asal Sidrap, Sulsel.Basri, Pelaksana Tugas (Plt) Kepala Desa Corawali, mengungkapkan, isu pernikahan Inade dan Idris sudah muncul sejak Oktober 2018.Menurut dia, warga tidak percaya Inade bersedia menikah dengan Idris karena usia mereka yang terpaut jauh.""Saat itu muncul perbincangan akan melangsungkan pernikahan, namun saat itu, kami anggap dia bercanda,” kata Basri, Rabu (24/10/2018).Setelah itu, Basri yang kemudian menandatangani berkas pernikahan mereka untuk dapat lanjut ke KUA Panca Lautang.Baca Juga:  Pernikahan Pasangan Beda Usia 45 Tahun di Sidrap, Awalnya Dikira BercandaAwal perjumpaan Inade dengan Idris terjadi saat musim panen cengkeh beberapa waktu lalu.Saat itu, Idris diajak kerabatnya untuk mengais rejeki menjadi pemungut cengkeh di ladang cengkeh milik Inade di Siwa, Kabupaten Wajo.""Idris menjadi buruh pemetik cengkeh di kebun Inade. Sejak pertemuan itu, keduanya jatuh cinta dan sepakat melangkah ke pelaminan,"" Alimuddin, Imam Desa Corawali.Sejak itulah pertemuan keduanya berujung benih cinta. Idris pun akhirnya tak hanya memanen cengkeh di ladang Inade, tetapi juga menuai cinta Inade.Keduanya pun sepakat mengikat janji pernikahan untuk menjadi suami istri sah. Di desanya, Inade terkenal memiliki banyak kebun cengkeh. Suami inade telah meninggal tahun 2011 lalu.Baca juga:  Bertemu di Kebun Cengkeh, Kisah Cinta Terpaut Usia 45 Tahun Ini Berlanjut ke PelaminanPada hari Rabu (24/10/2018), petugas kepolisian dari Polsek Panca Lautang tampak sudah bersiap siaga di rumah kediaman Inade di Desa Corawali, Sidrap. Ratusan tamu undangan tampak berjejal saat menghadiri pesta pernikahan Inade dan Idris.Ya, Inade dan Idris telah resmi menjadi suami isteri setelah sebelumnya melakukan akad nikah yanng dipimpin langsung Alimuddin Hakim, Imam Desa Corawali.Sepasang mempelai dengan wajah penuh kegembiraan mengikuti setiap alur tata cara pernikahan Bugis. Baju berwarna merah dipadupadankan dengan riasan Inade.Sesekali Inade meminta salah satu kerabat di dekatnya untuk melihat riasannya tidak luntur. Sementara itu, Idris pun tak kalah gugup dan panik.Pesta pun berlangsung meriah. Ribuan warga dan tamu undangan turut bergembira atas pernikahan Idris dan Inade. Bahkan, karena acara pernikahan keduanya penuh sesak, warga yang penasaran harus memanjat kursi yang disediakan untuk tamu.Baca Juga:  Meriah, Pernikahan Terpaut Usia 45 Tahun di SidrapSumber: KOMPAS.com (Suddin Syamsuddin)"
KPK Kirim Surat Panggilan kepada Bos Lippo Group James Riady;Abba Gabrillin;"JAKARTA, KOMPAS.com -Penyidik Komisi Pemberantasan Korupsi (  KPK ) telah melayangkan surat pemanggilan kepada CEO Lippo Group   James Riady . Bos pengembang properti itu akan diperiksa sebagai saksi dalam kasus dugaan suap terkait perizinan   Meikarta.""Surat panggilan untuk James Riady sudah dikirimkan untuk jadwal akhir Oktober 2018 ini,"" ujar Juru Bicara KPK Febri Diansyah saat dikonfirmasi, Jumat (26/10/2018).Dalam kasus ini, KPK sempat menggeledah rumah milik James. Penggeledahan berbarengan dengan penggeledahan sejumlah tempat lainnya yang terdiri dari apartemen dan kantor Lippo Group di Tangerang.Baca juga:  Kasus Meikarta, KPK Geledah Rumah CEO Lippo Group James RiadyKPK menyita dokumen-dokumen terkait perizinan oleh Lippo Group ke Pemerintah Kabupaten Bekasi, catatan keuangan, hingga barang bukti elektronik.Sebelumnya, KPK menetapkan Bupati Bekasi Neneng Hassanah Yasin dan petinggi Lippo Group Billy Sindoro sebagai tersangka. Selain itu, KPK juga menetapkan Kepala Bidang Tata Ruang Dinas PUPR Bekasi Neneng Rahmi sebagai tersangka.Kemudian, KPK juga menetapkan tiga kepala dinas sebagai tersangka.Masing-masing yakni Kepala Dinas Pekerjaan Umum dan Penataan Ruang Bekasi Jamaluddin dan Kepala Dinas Pemadam Kebakaran Sahat MBJ Nahor. Kemudian, Kepala Dinas Penanaman Modal dan Pelayanan Perizinan Terpadu Kabupaten Bekasi Dewi Tisnawati.Baca juga:  Dirut BTN: Sejak Awal Kami Tahu Perizinan Meikarta Belum SempurnaKelima orang tersebut diduga menerima suap terkait proyek perizinan proyek pembangunan Meikarta di Cikarang, Bekasi, Jawa Barat. Suap diberikan oleh pejabat pengembang properti Lippo Group.Neneng dan para kepala dinas diduga dijanjikan uang Rp 13 miliar oleh pengembang Lippo Group. Hingga saat ini, menurut KPK, baru terjadi penyerahan Rp 7 miliar."
Pemprov DKI Berencana Habiskan Gunungan Sampah di TPST Bantargebang;Jessi Carina;"JAKARTA, KOMPAS.com —  Pemerintah Provinsi DKI Jakarta berencana menghabiskan gunungan sampah di Tempat Pengelolaan Sampah Terpadu (TPST) Bantargebang, Kota Bekasi, dengan cepat. Unit Pengelola Sampah Terpadu (UPST) Dinas Lingkungan DKI Jakarta mengajukan anggaran kegiatan  landfill mining  di   TPST Bantargebang  sekitar Rp 80 miliar.""Dengan  landfill mining  itu kami bisa mengurangi gunungan sampah dengan cepat,"" ujar Asep, Jumat (26/10/2018).Landfill mining  yang dimaksud adalah mengeruk salah satu zona atau area gunungan sampah di TPST Bantargebang. Untuk percobaan, area yang akan dikeruk adalah Zona 4B dengan luas 2 hektar. Setelah dikeruk, sampah-sampah itu akan disortir.Baca juga:  INFOGRAFIK: 5 Fakta Menarik tentang TPST BantargebangAsep mengatakan, sampah yang sudah disortir akan dikirim ke PT Holcim Indonesia yang memproduksi semen. Sampah itu kemudian akan diobservasi apakah bisa dijadikan bahan bakar pengganti batu bara yang selama ini dipakai PT Holcim.""Kalau memang sampah kita itu bagus dan bisa jadi pengganti batu bara mereka, nanti Holcim mau mengurangi konsumsi batu bara mereka, diganti dengan sampah kita,"" ujar Asep.Asep mengatakan, kegiatan  landfill mining  akan diteruskan pada tahun-tahun berikutnya jika uji coba pertama sukses. Dengan demikian, gunungan sampah di TPST Bantargebang bisa berkurang.Selama ini, pengolahan sampah yang di TPST Bantargebang dengan mengolahnya menjadi energi listrik. Asep mengatakan, kegiatan  landfill mining  ini bisa mempercepat pengolahan sampah di TPST Bantargebang.""Karena, kan, sebenarnya tidak harus semua jadi listrik. Yang penting itu kan sampah bisa habis dan termanfaatkan. Kalau dipakai oleh Holcim jadi pengganti batu bara, kan, kami juga dapat  revenue  ya,"" ujar Asep.Baca juga:  110 Hektar hingga 7.000 Ton Sampah Per Hari, Ini 5 Fakta TPST Bantargebang"
Viral Foto Pengunjuk Rasa Gaza Disebut Mirip Lukisan Revolusi Perancis;Veronika Yasinta;"GAZA  CITY, KOMPAS.com  - Sebuah foto yang menunjukkan pria muda yang berunjuk rasa di pantai   Gaza  dekat dengan perbatasan Israel menjadi viral pada pekan ini.Pria bertelanjang dada itu memegang tongkat bendera   Palestina  pada tangan kanannya. Tubuhnya yang berotot nampak gemilang di tengah kepulan asap hitam.Sementara di belakangnya, terdapat dua pria mengenakan jaket pelindung bertuliskan ""press"".Melansir  BBC  pada Kamis (25/10/2018), foto viral itu disamakan dengan lukisan ikonik Revolusi Perancis, Liberty Leading the People, yang dilukis oleh Eugene Delacroix pada 1830.Al Jazeraa  melaporkan, foto yang diambil pada Senin (22/10/2018) oleh fotografer Anadolu Agency, Mustafa Hassouna.Baca juga:  Israel Kerahkan 60 Tank dan Kendaraan Lapis Baja ke Perbatasan GazaPria dalam foto itu bernama A'ed Abu Amro, seorang warga Palestina berusia 20 tahun.Dia terlihat dalam foto tersebut, Amri nampak bersemangat memprotes blokade Israel. Dia juga lebih menonjol dibandingkan dengan demonstran lainnya.Gambar itu segera menarik perhatian warganet dan dibagikan lebih dari 5.000 kali.Abu Amro tinggal di al-Zaytoun, Kota Gaza. Dia rutin melakukan aksi protes setiap Jumat dan Senin bersama dengan teman-temannya.""Saya terkejut gambar diri saya menjadi viral,"" katanya.""Saya berpartisipasi dalam aksi protes mingguan, terkadang lebih. Saya bagkan tidak tahu ada fotografer di dekat saya,"" ucapnya.Dia mengatakan, teman-temannya mengiriminya gambar pada keesokan harinya, usai tersebar di media sosial.""Bendera yang saya bawa adalah bendera yang sama, yang selalu saya pegang pada aksi protes lainnya,"" kata Abu Amro.Baca juga:  Wilayahnya Diserang dengan Roket, Israel Balas Bombardir Gaza""Teman-teman mengolok-olok saya. Mereka bilang lebih mudah melempar batu tanpa tangan satunya memegang bendera,"" ujarnya.Beberapa juga menyamakan foto viral itu seperti kisah di Alkitab yang menceritakan perjuangan Daud melawan raksasa Goliat.""Ketika Michaelangelo dengan kamera menangkap gambar David beraksi melawan Goliath,"" kicau Youssef Munayar, aktivis hak warga Palestina."
Tiga Pengelola Pabrik Sabu Terancam Hukuman Seumur Hidup;Kontributor Polewali, Junaedi;MAJENE,KOMPAS.com  – Sidang perdana kasus kepemilikan   pabrik    sabu-sabu  di Majene, Sulawesi Barat dengan terdakwa Sayyed Ahyullah, Jufri, dan Sahari mulai digelar di Pengadilan Negeri Majene, Sulawesi Barat, Kamis (25/10/2018) dengan agenda pembacaan dakwaan oleh jaksa penuntut umum.Kasus ini sempat menghebohkan masyarakat Sulawesi Barat lantaran pabrik sabu-sabu tersebut beroperasi di pemukiman warga.Ketiga terdakwa dalam kasus ini diancam dengan pasal berlapis.Jaksa Penuntut Umum (JPU) Rizal Faharuddin menyebutkan, ketiga terdakwa didakwa pasal berlapis dengan ancaman hukuman pidana seumur hidup.Usai mendengar dakwaan dari JPU Kejari Majene, majelis hakim mempersilakan para terdakwa untuk mengajukan tanggapan atas dakwaan JPU.Baca juga:  Tergiur Upah Besar, Wanita Ini Sembunyikan Sabu di SelangkanganSebelumnya, Badan Narkotika Nasional (BNN) membongkar pabrik gelap sabu-sabu di kawasan BTN Griya Pesona Lembang, Kecamatan Banggae Timur, pada 9 Juli 2018 lalu.Menurut Jaksa Penuntut Umum, tiga terdakwa melanggar pasal 113 ayat (2) junto pasal 114 ayat (2) dan pasal 112 ayat (2) pasal 129 huruf b dan pasal 132 (1) uu no 35 tahun 2009 tentang narkotika, dengan ancaman hukuman maksimal pidana seumur hidup.“Ketiganya didakwa pasal berlapis karena diduga melakukan permufakatan jahat, hukumannya bisa seumur hidup,” jelas Rizal.Sidang kembali akan digelar di PN Majene pada Rabu pekan depan dengan agenda tanggapan para terdakwa atas dakwaan JPU.
Sabtu Besok, Gubernur DKI Berangkat ke Argentina Ikuti Kegiatan G20 ;Jessi Carina;"JAKARTA, KOMPAS.com  -   Gubernur DKI Jakarta  Anies Baswedan dijadwalkan untuk berangkat ke Argentina, Sabtu (27/10/2018) dini hari.Kepala Biro Kepala Daerah dan Kerjasama Luar Negeri (KDH-KLN) DKI Jakarta Mawardi mengatakan, Anies ke Argentina untuk mengikuti kegiatan G20.""Di sana ada pertemuan dengan wali kota-wali kota dunia, acaranya G20. Berangkat dini hari besok,"" ujar Mawardi ketika dihubungi, Jumat (26/10/2018).Mawardi mengatakan, tiap pemimpin daerah di dunia akan memaparkan sebuah topik permasalahan. Hasil pertemuan itu akan menjadi rekomendasi dari kepala daerah dunia.Baca juga:  Gubernur DKI Keluarkan Pergub OK OCE, Standar Operasional Jadi JelasRencananya, Anies tidak akan mengajak kepala Satuan Kerja Perangkat Daerah (SKPD) untuk ikut ke Argentina. Dia hanya pergi dengan kepala bidang di Badan Perencanaan Pembangunan Daerah (Bappeda) dan staf Biro KDH-KLN.Mawardi mengatakan, rencananya Anies akan berada di Jakarta kembali pada 2 November nanti.""Sampai Jakarta tanggal 2 November rencananya,"" ujar Mawardi.Baca juga:  Wali Kota Bekasi Bantah Gubernur DKI, Bekasi Belum Dapat Dana Kompensasi 2018"
